contract number,date of sitting,time,delivery date,amount,internalization,outsourcing,if the sitting date time after 2006,year,date of declaration,name of the project,name of the buyer,location of the buyer,if the buyer is a bank,export,export to OECD,the buyer's country,if the buyer is a chinese organization,classification of the buyer,Buyer Category B,Buyer Category C,name of the seller,Seller Category A,Seller Category B,if the seller is a wholly foreign-owned company,if the seller is a wholly chinese company, if the buyer is a joint venture,classification of the seller,Seller Category C,Seller ownership,if the seller belongs to IT industry,Technical field A,Technical field B,if the outcome is a patent,if the outcome is a know-hnw,if the outcome with no IP,knowstyle,Intellectual Property A,Intellectual property B,if the project is a R&D mission, if the project is a technical consultation,it the project is an IP exchange,classification of the contract,Contract type A,Contract type B,Plan Category A,Plan Category B,socioeconomic goals,Turnover,money,installment,paystyle,payment method,Seller registration number,Seller organization number,Is the seller a central institution in Beijing?,Is it an intermediary service organization?,Transformed enterprise
2008110032024328,2008-02-05,417d,2009-03-28,2,1,0,1,2008,12/30/08,British seven-door cashier technology development,JOHNSON SECURITY LTD,,0,1,1,United Kingdom(GB),0,3,Overseas enterprises,Foreign companies,"Beijing Siwei Hengtong Technology Development Co., Ltd. bjj",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,manufacturing,0,Advanced Manufacturing Technology,Automation machinery and equipment technology,0,1,0,3,technical secrets,technical secrets,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,5771641.5,5771641.5,0,2,One time payment,01,00,no,no,no
2011110032006474,2011-06-01,91d,2011-08-31,19,1,0,1,2011,5/31/11,Low-power SlimPort&#8482; to HDMI 1.4a conversion chip development,Analogix International,other,0,1,1,United States(US),0,3,Overseas enterprises,Foreign companies,"Silicon Valley Analog Semiconductor (Beijing) Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.",manufacturing,0,Electronics and Information Technology,"Microelectronics, optoelectronics technology",0,1,0,3,technical secrets,technical secrets,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,civil space,6480000,6480000,1,1,Installment payment,01,00,no,no,no
2011110032002407,2011-03-31,91d,2011-06-30,19,1,0,1,2011,2/18/11,Ultra-low power DisplayPort to LVDS conversion chip,"Analogix International, Inc",,0,1,1,United States(US),0,3,Overseas enterprises,Foreign companies,"Silicon Valley Analog Semiconductor (Beijing) Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.",manufacturing,0,Electronics and Information Technology,"Microelectronics, optoelectronics technology",0,1,0,3,technical secrets,technical secrets,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,civil space,6600000,6600000,1,1,Installment payment,01,00,no,no,no
2009110032002722,2009-01-28,334d,2009-12-28,19,1,0,1,2009,3/2/09,Low-power dual-channel DisplayPort TCON receiver chip,Analogix International,other,0,1,1,United States(US),0,3,Overseas enterprises,Foreign companies,"Silicon Valley Analog Semiconductor (Beijing) Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.",manufacturing,0,Electronics and Information Technology,"Microelectronics, optoelectronics technology",1,0,0,2,patent,Patent,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,Promote industrial development,6829100,6829100,1,1,Installment payment,01,00,no,no,no
2009110032002723,2009-01-28,334d,2009-12-28,19,1,0,1,2009,3/2/09,Quad-channel DisplayPort TCON chip with integrated MCU,Analogix International,other,0,1,1,United States(US),0,3,Overseas enterprises,Foreign companies,"Silicon Valley Analog Semiconductor (Beijing) Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.",manufacturing,0,Electronics and Information Technology,"Microelectronics, optoelectronics technology",1,0,0,2,patent,Patent,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,Promote industrial development,6829100,6829100,1,1,Installment payment,01,00,no,no,no
2009110032002724,2009-01-28,334d,2009-12-28,19,1,0,1,2009,3/2/09,Low-power single-channel DisplayPort TCON interface chip,Analogix International,other,0,1,1,United States(US),0,3,Overseas enterprises,Foreign companies,"Silicon Valley Analog Semiconductor (Beijing) Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.",manufacturing,0,Electronics and Information Technology,"Microelectronics, optoelectronics technology",1,0,0,2,patent,Patent,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,Promote industrial development,6829100,6829100,1,1,Installment payment,01,00,no,no,no
2010110032018229,2011-01-01,180d,2011-06-30,19,1,0,1,2010,12/16/10,Supports DisplayPort to LVDS conversion chip,"Analogix International, Inc",,0,1,1,United States(US),0,3,Overseas enterprises,Foreign companies,"Silicon Valley Analog Semiconductor (Beijing) Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.",manufacturing,0,Electronics and Information Technology,"Microelectronics, optoelectronics technology",0,1,0,3,technical secrets,technical secrets,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,civil space,7992000,7992000,1,1,Installment payment,01,00,no,no,no
2006110001004819,2006-09-29,1095d,2009-09-28,2,1,0,1,2006,12/12/06,Commissioned research and development of Internet TV service system software,"NeuLion, Inc. (New Poetry Co., Ltd.)",,0,1,1,United States(US),0,3,Overseas enterprises,Foreign companies,"Beijing Chuanshi Digital Technology Co., Ltd. bjj",Corporate,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,Digital audio and video technology,1,0,0,2,computer software,computer software,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,8000000,8000000,1,1,Installment payment,01,00,no,no,no
2010110001001408,2010-05-10,730d,2012-05-09,8,1,0,1,2010,5/25/10,Customer relationship management software CustomerWise,"TechExcel, Inc. (Texel Corporation of the United States)",,0,1,1,United States(US),0,3,Overseas enterprises,Foreign companies,"Beijing Texel Software Co., Ltd.bbq",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,1,0,0,2,computer software,computer software,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,development of knowledge,8601894,8601894,1,3,commission payment,01,00,no,no,no
2009110001000584,2009-02-20,729d,2011-02-19,8,1,0,1,2009,2/26/09,IT service management software ServiceWise,TechExcel,other,0,1,1,United States(US),0,3,Overseas enterprises,Foreign companies,"Beijing Texel Software Co., Ltd.bbq",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,1,0,0,2,computer software,computer software,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,development of knowledge,8818053,8818053,1,3,commission payment,01,00,no,no,no
2007110032017052,2007-11-10,356d,2008-10-31,8,1,0,1,2007,11/19/07,Requirements management tool DevSpec,TechExcel,,0,1,1,United States(US),0,3,Overseas enterprises,Foreign companies,"Beijing Texel Software Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,1,0,0,2,computer software,computer software,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,development of knowledge,9344412,9344412,1,1,Installment payment,01,00,no,no,no
2011110001001592,2011-05-30,730d,2013-05-29,8,1,0,1,2011,6/21/11,Knowledge community website management software Community,"TechExcel, Inc. (Texel Corporation of the United States)",,0,1,1,United States(US),0,3,Overseas enterprises,Foreign companies,"Beijing Texel Software Co., Ltd.bbq",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,1,0,0,2,computer software,computer software,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,9468976,9468976,1,3,commission payment,01,00,no,no,no
2006110032008889,2006-02-10,730d,2008-02-10,8,1,0,1,2006,6/5/06,Intelligent Asset Management Expert System,TechExcel,,0,1,1,United States(US),0,3,Overseas enterprises,Foreign companies,"Beijing Texel Software Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,1,0,0,2,computer software,computer software,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,development of knowledge,9600000,9558864,1,1,Installment payment,01,00,no,no,no
2006110032011039,2006-05-05,240d,2006-12-31,19,1,0,1,2006,7/14/06,Development of HDNI transmitter chip and DisplayPort transmitter chip,Analogex International,,0,1,1,United States(US),0,3,Overseas enterprises,Foreign companies,"Silicon Valley Analog Semiconductor (Beijing) Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.",manufacturing,0,Electronics and Information Technology,"Microelectronics, optoelectronics technology",0,1,0,3,technical secrets,technical secrets,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,Promote industrial development,9581040,9581040,1,1,Installment payment,01,00,no,no,no
2006110001000355,2005-01-01,364d,2005-12-31,9,1,0,0,2005,12/29/05,About the IBM China Research Center Scientific Research Commission Agreement (2005),International Business Machines Corporation,,0,1,1,United States(US),0,3,Overseas enterprises,Foreign companies,"International Business Machines (China) Investment Co., Ltd.",Corporate,foreign-invested enterprises,1,0,0,2,Foreign companies,manufacturing,0,Electronics and Information Technology,computer software,0,1,0,3,technical secrets,technical secrets,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,147362000,147362000,0,2,One time payment,1001,1101,no,no,no
2006110001003863,2006-01-01,364d,2006-12-31,9,1,0,1,2006,10/16/06,About the IBM China Research Center Scientific Research Commission Agreement-2006,International Business Machines Corporation,,0,1,1,United States(US),0,3,Overseas enterprises,Foreign companies,"International Business Machines (China) Investment Co., Ltd.",Corporate,foreign-invested enterprises,1,0,0,2,Foreign companies,manufacturing,0,Electronics and Information Technology,computer software,0,1,0,3,technical secrets,technical secrets,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,188600000,188600000,0,2,One time payment,1001,1101,no,no,no
2010110001002078,2009-01-01,364d,2009-12-31,9,1,0,1,2010,8/19/10,About the IBM China Research Research Commission Agreement (2009),International Business Machines Corporation,,0,1,1,United States(US),0,3,Overseas enterprises,Foreign companies,"International Business Machines (China) Investment Co., Ltd.",Corporate,foreign-invested enterprises,1,0,0,2,Foreign companies,manufacturing,0,Electronics and Information Technology,computer software,0,1,0,3,technical secrets,technical secrets,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,260000000,260000000,0,2,One time payment,1001,1101,no,no,no
2006110001000350,2006-01-01,364d,2006-12-31,9,1,0,1,2006,1/17/06,On research and development of information technology and products (2006),International Business Machines Corporation,,0,1,1,United States(US),0,3,Overseas enterprises,Foreign companies,"International Business Machines (China) Investment Co., Ltd.",Corporate,foreign-invested enterprises,1,0,0,2,Foreign companies,manufacturing,0,Electronics and Information Technology,computer software,0,1,0,3,technical secrets,technical secrets,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,1000000000,1000000000,1,3,commission payment,1001,1101,no,no,no
2009110001000026,2008-01-01,365d,2008-12-31,9,1,0,1,2008,12/5/08,About research and development of information technology and products (2008),International Business Machines Corporation,other,0,1,1,United States(US),0,3,Overseas enterprises,Foreign companies,"International Business Machines (China) Investment Co., Ltd.",Corporate,foreign-invested enterprises,1,0,0,2,Foreign companies,manufacturing,0,Electronics and Information Technology,computer software,0,1,0,3,technical secrets,technical secrets,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,1400000000,1400000000,1,3,commission payment,1001,1101,no,no,no
2007110001002401,2007-01-01,364d,2007-12-31,9,1,0,1,2007,7/24/07,About research and development of information technology and products (2007),International Business Machines Corporation,,0,1,1,United States(US),0,3,Overseas enterprises,Foreign companies,"International Business Machines (China) Investment Co., Ltd.",Corporate,foreign-invested enterprises,1,0,0,2,Foreign companies,manufacturing,0,Electronics and Information Technology,computer software,0,1,0,3,technical secrets,technical secrets,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,1453400000,1453400000,1,3,commission payment,1001,1101,no,no,no
