amount,name of the buyer,location of the buyer,if the buyer is a bank,the buyer's country,if the buyer is a chinese organization,if the seller belongs to IT industry,if the outcome is a patent,if the outcome is a know-hnw,if the outcome with no IP,knowstyle,if the project is a R&D mission,if the project is a technical consultation,if the project is an IP exchange,Turnover,money,payment method
1,"Shanghai Pangrong Computer Technology Co., Ltd.",Shanghai,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,4500,4500,One time payment
2,Anhui Paimeng Investment Group,Anhui Province,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,4950,4950,One time payment
2,"Shenzhen Caixun Technology Co., Ltd.",Guangdong Province,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,4956,4956,One time payment
4,"Shanghai Qingu Network Technology Co., Ltd.",Shanghai,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,5000,5000,One time payment
2,"Hangzhou Pantone Network Technology Co., Ltd.",Zhejiang Province,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,5000,5000,One time payment
1,"Beijing Herui Times Information Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,5000,5000,One time payment
1,"Beijing Zhongruitong Communication Equipment Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,5100,5100,One time payment
20,"Beijing Wanwei Sky Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,5400,5400,One time payment
20,"Beijing Wanwei Sky Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,5400,5400,One time payment
20,"Beijing Wanwei Sky Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,5400,5400,One time payment
20,"Beijing Wanwei Sky Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,5400,5400,One time payment
20,"Beijing Wanwei Sky Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,5400,5400,One time payment
20,"Beijing Wanwei Sky Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,5400,5400,One time payment
20,"Beijing Wanwei Sky Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,5400,5400,One time payment
20,"Beijing Wanwei Sky Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,5400,5400,One time payment
20,"Beijing Wanwei Sky Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,5400,5400,One time payment
20,"Beijing Wanwei Sky Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,5400,5400,One time payment
20,"Beijing Wanwei Sky Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,5400,5400,One time payment
20,"Beijing Wanwei Sky Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,5400,5400,One time payment
20,"Beijing Wanwei Sky Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,5400,5400,One time payment
20,"Beijing Wanwei Sky Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,5400,5400,One time payment
5,"Shenzhen Beautiful Alliance Technology Co., Ltd.",Guangdong Province,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,5400,5400,One time payment
1,"Shanghai Xinghuo Information Technology Co., Ltd.",Shanghai,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,5400,5400,One time payment
7,"Zhuhai Zhongda Information Network Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,5500,5500,One time payment
7,"Zhuhai Zhongdaxin Network Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,5500,5500,One time payment
7,"Zhuhai Zhongdaxin Network Technology Co., Ltd.",Guangdong Province,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,5500,5500,One time payment
7,"Zhuhai Zhongdaxin Network Technology Co., Ltd.",Guangdong Province,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,5500,5500,One time payment
7,"Zhuhai Zhongdaxin Network Technology Co., Ltd.",Guangdong Province,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,5500,5500,One time payment
4,"Beijing Yiow Network Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,5600,5600,One time payment
6,"Shanghai Chenlu Information Technology Co., Ltd.",Shanghai,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,6000,6000,One time payment
6,"Shanghai Chenlu Information Technology Co., Ltd.",Shanghai,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,6000,6000,One time payment
6,"Hangzhou Dayi Business Network Co., Ltd.",Zhejiang Province,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,6000,6000,Installment payment
6,"Hangzhou Dayi Business Network Co., Ltd.",Zhejiang Province,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,6000,6000,Installment payment
3,"Changzhou Dongyuan Textile Printing and Dyeing Co., Ltd.",Jiangsu Province,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,6000,6000,commission payment
3,"Dah Sing Bank (China) Co., Ltd.",Guangdong Province,1,People's Republic of China (CN),1,1,1,0,0,2,0,1,0,6000,6000,One time payment
2,"Beijing Zhichi Power System Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,6000,6000,One time payment
1,"Hangzhou Bister Technology Co., Ltd.",Zhejiang Province,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,6000,6000,One time payment
1,"Guangzhou Shuixun Information Technology Co., Ltd.",Guangdong Province,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,6000,6000,One time payment
1,"Hangzhou Diangao Network Technology Co., Ltd.",Zhejiang Province,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,6000,6000,One time payment
6,"Beijing Feixiangren Information Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,6300,6300,One time payment
30,"Hua Xia Bank Co., Ltd.",Beijing,1,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,7500,7500,One time payment
1,"Airlock Building Materials (Beijing) Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,0,1,0,7600,7600,One time payment
1,"Beijing Century Van Gogh Trading Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,0,1,0,7600,7600,One time payment
1,Beijing Yinghai Hongqida Protective Window Factory,Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,0,1,0,7600,7600,One time payment
3,"Guangzhou Youzhiyi Information Technology Co., Ltd.",Guangdong Province,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,8000,8000,One time payment
2,"Beijing Guotong Kexin Technology Development Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,8000,8000,One time payment
1,"Zhejiang Blog Information Technology Co., Ltd.",Zhejiang Province,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,8000,8000,One time payment
1,"Hebei Galaxy Talent Information Service Co., Ltd.",Hebei Province,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,8064,8064,One time payment
4,"Beijing Yiow Network Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,8400,8400,One time payment
5,"Beijing Baiyi Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,8475,8475,One time payment
8,"Beijing Wuzunwu Technology Development Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,9000,9000,One time payment
8,"Beijing Wuzunwu Technology Development Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,9000,9000,Installment payment
8,"Beijing Wuzunwu Technology Development Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,9000,9000,One time payment
8,"Beijing Wuzunwu Technology Development Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,9000,9000,One time payment
8,"Beijing Wuzunwu Technology Development Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,9000,9000,One time payment
8,"Beijing Wuzunwu Technology Development Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,9000,9000,One time payment
8,"Beijing Wuzunwu Technology Development Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,9000,9000,One time payment
6,"Shanghai Chenlu Information Technology Co., Ltd.",Shanghai,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,9000,9000,One time payment
3,"Guangzhou Youzhiyi Information Technology Co., Ltd.",Guangdong Province,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,9000,9000,One time payment
2,"Beijing Zhuoyu Interactive Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,9000,9000,One time payment
2,"Beijing Lianxinsuo Technology Development Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,9000,9000,One time payment
1,"Shenzhen Hanshiway Technology Co., Ltd.",Guangdong Province,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,9000,9000,One time payment
1,"Shanghai Shizhi Advertising Co., Ltd.",Shanghai,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,9000,9000,Installment payment
1,"Beijing Jingshi Economic View Advertising Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,9000,9000,Installment payment
3,"Beijing Pengtai Interactive Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,9735,9735,One time payment
1,"Guangzhou Weekend Tour Guide Television Network Co., Ltd.",Guangdong Province,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,9750,9750,One time payment
5,"Beijing Baiyi Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,10000,10000,One time payment
1,"Beijing Sengen Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,10000,10000,One time payment
1,"Shanghai Daowei Investment Consulting Co., Ltd.",Shanghai,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,10000,10000,One time payment
7,"Zhuhai Zhongdaxin Network Technology Co., Ltd.",Guangdong Province,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,11000,11000,Installment payment
4,"Beijing Yiow Network Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,11200,11200,One time payment
7,"Shanghai Huaqianshu Information Technology Co., Ltd. Beijing Branch",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,12000,12000,One time payment
7,"Shanghai Huaqianshu Information Technology Co., Ltd. Beijing Branch",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,12000,12000,One time payment
7,"Shanghai Huaqianshu Information Technology Co., Ltd. Beijing Branch",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,12000,12000,One time payment
7,"Shanghai Huaqianshu Information Technology Co., Ltd. Beijing Branch",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,12000,12000,One time payment
7,"Shanghai Huaqianshu Information Technology Co., Ltd. Beijing Branch",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,12000,12000,One time payment
7,"Shanghai Huaqianshu Information Technology Co., Ltd. Beijing Branch",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,12000,12000,One time payment
7,"Shanghai Huaqianshu Information Technology Co., Ltd. Beijing Branch",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,12000,12000,One time payment
5,"Fujian CICC Online Network Co., Ltd.",Fujian Province,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,12000,12000,One time payment
5,"Fujian CICC Online Network Co., Ltd.",Fujian Province,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,12000,12000,One time payment
5,"Fujian CICC Online Network Co., Ltd.",Fujian Province,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,12000,12000,One time payment
5,"Fujian CICC Online Network Co., Ltd.",Fujian Province,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,12000,12000,One time payment
4,"Shanghai Huaqianshu Information Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,12000,12000,One time payment
4,"Shanghai Huaqianshu Information Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,12000,12000,One time payment
4,"Shanghai Huaqianshu Information Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,12000,12000,One time payment
4,"Shanghai Huaqianshu Information Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,12000,12000,One time payment
2,"Shanghai Shibiyou Information Technology Co., Ltd.",Shanghai,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,12000,12000,One time payment
2,"Beijing Lianxinsuo Technology Development Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,12000,12000,One time payment
1,"Beijing Youspace Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,12000,12000,One time payment
1,"Shenzhen Colorful Valley Information Technology Development Co., Ltd. Beijing Branch",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,12000,12000,One time payment
1,"Fuzhou Xinchi Interactive Network Co., Ltd.",Fujian Province,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,12000,12000,One time payment
1,"Fuzhou CICC Online Network Technology Co., Ltd.",Fujian Province,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,12000,12000,One time payment
1,"Beijing Gaowei Xincheng Information Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,12400,12400,One time payment
3,"Beijing Pengtai Interactive Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,13000,13000,One time payment
3,"Beijing Pengtai Interactive Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,13000,13000,One time payment
1,"Fuzhou Dima Network Technology Co., Ltd.",Fujian Province,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,14000,14000,One time payment
1,"Shanghai Xiulin Network Technology Co., Ltd.",Shanghai,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,14000,14000,One time payment
1,"Beijing Paike.com Information Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,14124,14124,Installment payment
2,"Beijing Wuba Information Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,14400,14400,Installment payment
1,"Beijing Jimei Home Furnishing Market Group Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,14440,14440,One time payment
4,"Beijing Sixuepu Information Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,15000,15000,One time payment
4,"Beijing Sixuepu Information Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,15000,15000,One time payment
4,"Beijing Sixuepu Information Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,15000,15000,One time payment
3,"Hangzhou Wangfa Network Information Technology Co., Ltd.",Zhejiang Province,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,15000,15000,Installment payment
2,"Beijing Yihuaming Health Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,15000,15000,One time payment
2,"Beijing Yihuaming Health Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,15000,15000,One time payment
2,"Beijing Wanchuang Online Technology Development Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,15000,15000,One time payment
1,"Beijing Dongyi Time Network Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,15000,15000,One time payment
1,"Shanghai Aosheng Business Consulting Co., Ltd.",Shanghai,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,15000,15000,One time payment
1,"Jinmeirui (Beijing) Advertising Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,15000,15000,One time payment
1,"Vancl Eslite (Beijing) Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,15000,15000,One time payment
5,"Beijing Baiyi Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,15255,15255,One time payment
5,"Beijing Baiyi Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,15255,15255,One time payment
9,"Pocket Aviation Service (Beijing) Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,16000,16000,One time payment
9,"Pocket Aviation Service (Beijing) Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,16000,16000,One time payment
9,"Pocket Aviation Service (Beijing) Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,16000,16000,One time payment
9,"Pocket Aviation Service (Beijing) Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,16000,16000,One time payment
9,"Pocket Aviation Service (Beijing) Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,16000,16000,One time payment
9,"Pocket Aviation Service (Beijing) Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,16000,16000,One time payment
9,"Pocket Aviation Service (Beijing) Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,16000,16000,One time payment
9,"Pocket Aviation Service (Beijing) Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,16000,16000,One time payment
9,"Pocket Aviation Service (Beijing) Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,16000,16000,One time payment
1,"Beijing Dikang Jinchuang Technology Development Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,1,0,0,2,0,1,0,16000,16000,Installment payment
6,"Beijing Feixiangren Information Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,16800,16800,One time payment
5,"Beijing Baiyi Technology Co., Ltd.",Beijing,0,People's Republic of China (CN),1,1,0,0,1,1,0,1,0,16950,16950,One time payment
